Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine,Seats,Price
Maruti Alto 800 LXI,2013,30000,Petrol,Manual,796 CC,5,10750
Mercedes-Benz SL-Class SL 500,2010,35000,Petrol,Automatic,5461 CC,2,126850
Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,92250,Diesel,Manual,1498 CC,5,24725
Hyundai Xcent 1.2 VTVT E,2018,40000,Petrol,Manual,1197 CC,5,21500
Skoda Rapid 1.6 MPI AT Ambition Plus,2014,96848,Petrol,Automatic,1598 CC,5,19866
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2016,42000,Diesel,Automatic,1968 CC,5,101050
Mahindra XUV500 W8 2WD,2013,55886,Diesel,Manual,2179 CC,7,31175
Hyundai Verna VTVT 1.6 SX Option,2019,12336,Petrol,Manual,1591 CC,5,51084
Hyundai Verna Xi (Petrol),2009,60000,Petrol,Manual,1599 CC,5,9675
Ford Ikon 1.6 CLXI,2003,83000,Petrol,Manual,1597 CC,5,3655
Nissan Micra Active XV,2018,24000,Petrol,Manual,1198 CC,5,17200
Honda Brio VX AT,2016,32198,Petrol,Automatic,1198 CC,5,21930
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,92247,Diesel,Manual,2494 CC,7,53750
Volkswagen Vento 1.5 TDI Highline,2011,121311,Diesel,Manual,1498 CC,5,12470
Mahindra XUV500 W10 AWD,2016,66296,Diesel,Manual,2179 CC,7,68628
Hyundai Xcent 1.2 Kappa AT SX Option,2015,41000,Petrol,Automatic,1197 CC,5,23435
Ford Endeavour 2.2 Trend MT 4X4,2017,38681,Diesel,Manual,2198 CC,7,102598
Chevrolet Spark 1.0 LT,2008,43761,Petrol,Manual,995 CC,5,7525
Maruti Ertiga SHVS VDI,2017,17400,Diesel,Manual,1248 CC,7,41925
Honda Amaze S i-Dtech,2013,61510,Diesel,Manual,1498 CC,5,20425
Honda City i VTEC S,2014,60000,Petrol,Manual,1497 CC,5,26875
Mini Cooper Countryman D,2014,35165,Diesel,Automatic,1998 CC,5,94600
Toyota Corolla Altis 2008-2013 1.8 VL AT,2016,41617,Petrol,Automatic,1794 CC,5,60802
Hyundai Santro Xing XL eRLX Euro III,2005,45000,Petrol,Manual,1086 CC,5,4085
Skoda Superb Elegance 1.8 TSI AT,2014,65000,Petrol,Automatic,1798 CC,5,51385
Maruti Wagon R LXI BS IV,2011,68000,Petrol,Manual,998 CC,5,10750
Hyundai i10 Era 1.1,2013,49000,Petrol,Manual,1086 CC,5,11825
Tata Tiago 1.2 Revotron XT Option,2019,16698,Petrol,Manual,1199 CC,5,25155
Maruti Baleno Zeta 1.2,2016,30965,Petrol,Manual,1197 CC,5,26875
Volkswagen Vento 1.6 Highline,2014,56058,Petrol,Manual,1598 CC,5,21285
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,15356,Petrol,Manual,1197 CC,5,20425
Ford Figo Diesel EXI,2013,54000,Diesel,Manual,1399 CC,5,10965
Honda Civic 2010-2013 1.8 V AT Sunroof,2011,47000,Petrol,Automatic,1799 CC,5,19350
Maruti Alto 800 LXI,2015,21652,Petrol,Manual,796 CC,5,12943
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2016,52000,Diesel,Automatic,1999 CC,5,180600
Audi A6 2.7 TDI,2010,35010,Diesel,Automatic,2698 CC,5,49450
Mercedes-Benz E-Class 280 CDI,2006,76662,Diesel,Automatic,2987 CC,5,47257
Honda City 1.5 V AT Exclusive,2009,89000,Petrol,Automatic,1497 CC,5,15953
Honda CR-V 2.4 4WD AT,2006,80000,Petrol,Automatic,2354 CC,5,8600
Maruti Ciaz 1.3 Alpha,2018,39023,Diesel,Manual,1248 CC,5,40764
Maruti Wagon R LXI,2004,62000,Petrol,Manual,998 CC,5,5375
Hyundai Creta 1.6 CRDi SX Option,2015,78046,Diesel,Manual,1582 CC,5,46870
Maruti Ciaz VDi Plus SHVS,2015,34400,Diesel,Manual,1248 CC,5,23650
Hyundai EON D Lite Plus,2016,64624,Petrol,Manual,814 CC,5,15953
Maruti Ertiga VXI,2014,69192,Petrol,Manual,1373 CC,7,26875
Volkswagen Vento Diesel Highline,2012,55000,Diesel,Manual,1598 CC,5,21070
Honda City 1.5 GXI,2005,81000,Petrol,Manual,1493 CC,5,4730
Volkswagen Polo Petrol Trendline 1.2L,2016,36733,Petrol,Manual,1198 CC,5,20296
Maruti Alto 800 2016-2019 CNG LXI,2017,24310,CNG,Manual,796 CC,4,15910
Mercedes-Benz GLA Class 200 CDI,2016,43022,Diesel,Automatic,2143 CC,5,106855
Hyundai Santa Fe 4X2,2013,74000,Diesel,Manual,2199 CC,7,52675
Maruti Swift VDI,2014,47000,Diesel,Manual,1248 CC,5,16770
Hyundai Elite i20 Sportz Plus,2017,37460,Petrol,Manual,1197 CC,5,27004
Mahindra Xylo E8 BS IV,2011,130000,Diesel,Manual,2498 CC,8,11825
Hyundai Grand i10 Asta Option,2017,31576,Petrol,Manual,1197 CC,5,33755
Volkswagen Vento Petrol Highline,2011,66000,Petrol,Manual,1598 CC,5,12685
Honda Accord 2.4 A/T,2008,79000,Petrol,Automatic,2354 CC,5,20855
Mercedes-Benz S-Class S 350 d,2011,47140,Diesel,Automatic,2925 CC,5,129000
Mercedes-Benz B Class B200 CDI,2016,36610,Diesel,Automatic,2143 CC,5,85570
Hyundai Creta 1.6 SX Option Diesel,2016,93000,Diesel,Manual,1582 CC,5,46440
Maruti Alto LXI,2007,52195,Petrol,Manual,796 CC,5,7525
Audi A3 35 TDI Premium,2016,20003,Diesel,Automatic,1968 CC,5,82775
Renault Duster 85PS Diesel RxL,2013,66314,Diesel,Manual,1461 CC,5,23650
Ford Fiesta 1.4 ZXi TDCi ABS,2009,76000,Diesel,Manual,1399 CC,5,11825
Hyundai Creta 1.6 SX Plus Diesel,2015,29000,Diesel,Manual,1582 CC,5,55900
Ford Figo Diesel ZXI,2011,30000,Diesel,Manual,1399 CC,5,13760
Volkswagen Polo Petrol Highline 1.6L,2013,56526,Petrol,Manual,1598 CC,5,25112
Volvo V40 D3 R Design,2015,38000,Diesel,Automatic,1969 CC,5,103200
Hyundai Verna SX CRDi AT,2012,41000,Diesel,Automatic,1582 CC,5,26875
BMW 7 Series 2007-2012 730Ld,2009,53000,Diesel,Automatic,2993 CC,5,154800
Mitsubishi Lancer GLXD,2003,125000,Diesel,Manual,1998 CC,5,12900
Toyota Fortuner 3.0 Diesel,2010,242000,Diesel,Manual,2982 CC,7,47300
Maruti Ciaz VDi Plus,2015,90000,Diesel,Manual,1248 CC,5,27950
Maruti Vitara Brezza VDi Option,2018,11000,Diesel,Manual,1248 CC,5,40420
BMW 3 Series Luxury Line,2018,21936,Diesel,Automatic,1995 CC,5,163056
Volkswagen Vento Petrol Highline AT,2013,41000,Petrol,Automatic,1598 CC,5,22575
Hyundai i20 1.2 Asta,2011,47000,Petrol,Manual,1197 CC,5,19350
BMW X5 3.0d,2009,110000,Diesel,Automatic,2993 CC,5,77400
Hyundai Xcent 1.2 Kappa S,2015,45960,Petrol,Manual,1197 CC,5,23908
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2013,48000,Diesel,Automatic,2143 CC,5,94600
Land Rover Freelander 2 SE,2011,68000,Diesel,Automatic,2179 CC,5,94600
Hyundai i10 Magna,2011,41000,Petrol,Manual,1197 CC,5,11395
Hyundai Verna 1.6 SX CRDi (O),2013,69573,Diesel,Manual,1582 CC,5,25155
Volkswagen Jetta 2012-2014 2.0L TDI Highline,2012,115000,Diesel,Manual,1968 CC,5,29885
Mahindra XUV500 W8 2WD,2012,47629,Diesel,Manual,2179 CC,7,27950
Maruti Omni 8 Seater BSII,2004,66624,Petrol,Manual,796 CC,8,3655
Skoda Superb Style 1.8 TSI AT,2013,80000,Petrol,Automatic,1798 CC,5,31175
Maruti Swift VDI,2012,94868,Diesel,Manual,1248 CC,5,19350
Mahindra Scorpio 2.6 LX,2010,76477,Diesel,Manual,2179 CC,8,18275
Mercedes-Benz GLA Class 200 Sport Edition,2016,28000,Petrol,Automatic,1991 CC,5,111800
Mahindra Thar CRDe,2017,28599,Diesel,Manual,2498 CC,6,41538
Renault Duster 110PS Diesel RxZ,2013,45348,Diesel,Manual,1461 CC,5,29455
Audi Q5 2008-2012 2.0 TDI,2013,80127,Diesel,Automatic,1968 CC,5,101824
Land Rover Freelander 2 SE,2013,68000,Diesel,Automatic,2179 CC,5,67725
Volkswagen Vento Diesel Comfortline,2012,75000,Diesel,Manual,1598 CC,5,15050
BMW 5 Series 2003-2012 540i Sedan,2006,48000,Petrol,Automatic,2979 CC,5,30057
Hyundai Elantra CRDi SX,2019,41871,Diesel,Manual,1582 CC,5,66951
Tata Sumo EX,2015,84931,Diesel,Manual,2956 CC,7,22747
Datsun redi-GO T,2016,15000,Petrol,Manual,799 CC,5,9675
BMW X5 xDrive 30d,2009,110000,Diesel,Automatic,2993 CC,5,86000
BMW 6 Series 630i Coupe,2011,5900,Petrol,Automatic,4395 CC,4,204250
Maruti Alto Vxi 1.1,2002,103653,Petrol,Manual,1061 CC,5,5246
Volkswagen Polo Petrol Comfortline 1.2L,2012,64806,Petrol,Manual,1198 CC,5,15695
Datsun GO Plus A,2016,35000,Petrol,Manual,1198 CC,7,13330
Hyundai Creta 1.6 VTVT S,2016,40000,Petrol,Manual,1591 CC,5,49450
Maruti Alto K10 VXI,2015,23876,Petrol,Manual,998 CC,5,14878
Hyundai Santa Fe 4X4,2013,67901,Diesel,Manual,2199 CC,7,36034
Volkswagen Polo GT TDI,2014,68865,Diesel,Manual,1598 CC,5,20640
Honda Amaze S i-Dtech,2014,71000,Diesel,Manual,1498 CC,5,19350
Maruti Esteem Vxi,2004,95000,Petrol,Manual,1298 CC,5,3440
Maruti Swift VDI,2014,25000,Diesel,Manual,1248 CC,5,16985
Skoda Rapid 1.6 TDI Ambition,2012,180000,Diesel,Manual,1598 CC,5,15695
Mercedes-Benz E-Class 280 CDI,2005,131000,Diesel,Automatic,2987 CC,5,43000
Mahindra Scorpio SLE BSIV,2011,65000,Diesel,Manual,2179 CC,8,17200
Nissan Sunny 2011-2014 Diesel XL,2012,117777,Diesel,Manual,1461 CC,5,20425
Maruti Swift Dzire VXi,2009,65000,Petrol,Manual,1298 CC,5,13330
Hyundai EON Sportz,2017,46897,Petrol,Manual,814 CC,5,15523
Honda Brio S MT,2015,36695,Petrol,Manual,1198 CC,5,18447
Nissan Micra XV Primo,2011,43000,Petrol,Manual,1198 CC,5,9159
Maruti Alto LXi BSII,2008,54000,Petrol,Manual,796 CC,5,4730
BMW 3 Series 320d,2011,89000,Diesel,Automatic,1995 CC,5,59985
Volkswagen Polo 1.2 MPI Highline,2014,7000,Petrol,Manual,1198 CC,5,23005
Maruti Celerio LXI,2014,58470,Petrol,Manual,998 CC,5,16770
Maruti Wagon R VXI 1.2,2014,37000,Petrol,Manual,1197 CC,5,12040
Maruti Ciaz ZDi Plus,2016,29000,Diesel,Manual,1248 CC,5,37625
Audi A4 2.0 TDI,2013,52000,Diesel,Automatic,1968 CC,5,83850
Honda Brio S MT,2013,32807,Petrol,Manual,1198 CC,5,11825
Mahindra Scorpio VLX 2WD AT BSIV,2013,86000,Diesel,Automatic,2179 CC,8,34400
Honda City i DTEC V,2014,66500,Diesel,Manual,1498 CC,5,24510
BMW X1 sDrive20d,2012,94000,Diesel,Automatic,1995 CC,5,53750
Chevrolet Spark 1.0 LT,2011,29000,Petrol,Manual,995 CC,5,7525
Ford Figo Diesel EXI,2010,107389,Diesel,Manual,1399 CC,5,8170
Maruti Swift VXI BSIV,2015,36100,Petrol,Manual,1197 CC,5,19350
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,16329,Diesel,Automatic,2143 CC,5,130290
Skoda Octavia Elegance 2.0 TDI AT,2014,36000,Diesel,Automatic,1968 CC,5,68800
BMW X3 xDrive20d xLine,2017,41816,Diesel,Automatic,1995 CC,5,140954
Hyundai EON Era Plus,2015,54680,Petrol,Manual,814 CC,5,10750
Audi A4 35 TDI Technology,2017,14000,Diesel,Automatic,1968 CC,5,184900
Ford Figo 2015-2019 1.2P Titanium MT,2017,23977,Petrol,Manual,1196 CC,5,23134
Maruti Alto K10 2010-2014 VXI,2013,30131,Petrol,Manual,998 CC,5,11395
Maruti Alto 800 2016-2019 VXI,2017,2530,Petrol,Manual,796 CC,5,14190
Mercedes-Benz New C-Class C 220 CDI Style,2015,39000,Diesel,Automatic,2143 CC,5,146200
Hyundai Santro D Lite,2001,140000,Petrol,Manual,1086 CC,5,3010
Hyundai Xcent 1.1 CRDi S,2017,32257,Diesel,Manual,1120 CC,5,29369
Honda Amaze S i-Dtech,2016,46983,Diesel,Manual,1498 CC,5,24811
Maruti Swift Vdi BSIII,2008,107000,Diesel,Manual,1248 CC,5,13330
Volkswagen Polo 1.2 MPI Comfortline,2017,19000,Petrol,Manual,1199 CC,5,21285
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,88000,Diesel,Automatic,1968 CC,5,69875
Land Rover Range Rover 3.6 TDV8 Vogue SE,2012,84384,Diesel,Automatic,4367 CC,7,225922
Mahindra XUV500 W8 2WD,2011,128000,Diesel,Manual,2179 CC,7,27520
Ford Endeavour 2.5L 4X2,2011,71000,Diesel,Manual,2499 CC,7,29885
Tata Indica V2 DLX,2008,50000,Diesel,Manual,1396 CC,5,3655
Maruti Baleno Alpha,2016,16000,Petrol,Manual,1197 CC,5,29885
Hyundai Xcent 1.1 CRDi Base,2017,82000,Diesel,Manual,1120 CC,5,14835
Honda Civic 2006-2010 1.8 S MT,2008,80000,Petrol,Manual,1799 CC,5,11825
Hyundai i20 Sportz Option 1.2,2015,36000,Petrol,Manual,1197 CC,5,21285
Tata Nexon 1.2 Revotron XZ Plus,2018,17477,Petrol,Manual,1198 CC,5,41366
Hyundai i20 Sportz 1.2,2016,16725,Petrol,Manual,1197 CC,5,29197
Maruti Swift Dzire ZXI,2014,48241,Petrol,Manual,1197 CC,5,19350
Maruti Wagon R LXI,2014,52431,Petrol,Manual,998 CC,5,12943
Hyundai i20 Sportz 1.4 CRDi,2012,68000,Diesel,Manual,1396 CC,5,18920
Toyota Fortuner 4x2 AT,2012,158000,Diesel,Automatic,2982 CC,7,75207
Hyundai i10 Sportz,2014,31446,Petrol,Manual,1197 CC,5,20038
Hyundai Grand i10 Asta,2015,25000,Petrol,Manual,1197 CC,5,23650
Hyundai i20 Asta 1.2,2016,57000,Petrol,Manual,1197 CC,5,25800
Hyundai Santro Xing XL AT eRLX Euro II,2007,76000,Petrol,Automatic,1086 CC,5,10320
Maruti Vitara Brezza ZDi Plus,2018,57078,Diesel,Manual,1248 CC,5,43817
Honda Amaze S i-Dtech,2016,47471,Diesel,Manual,1498 CC,5,22575
Mercedes-Benz M-Class ML 250 CDI,2014,50000,Diesel,Automatic,2143 CC,5,193500
Hyundai i20 Sportz Diesel,2010,62000,Diesel,Manual,1396 CC,5,11610
Hyundai i10 Era,2013,65807,Petrol,Manual,1086 CC,5,14577
Maruti Swift Dzire VDI,2014,81768,Diesel,Manual,1248 CC,5,24467
BMW Z4 2009-2013 Roadster 2.5i,2018,9952,Petrol,Automatic,2979 CC,2,251722
Maruti Baleno Alpha Diesel,2017,24000,Diesel,Manual,1248 CC,5,36120
Chevrolet Beat Diesel,2012,72921,Diesel,Manual,936 CC,5,10750
Honda Brio V MT,2012,59000,Petrol,Manual,1198 CC,5,13975
Ford Figo Diesel Titanium,2014,33000,Diesel,Manual,1399 CC,5,13975
Maruti Celerio VXI AT,2016,36789,Petrol,Automatic,998 CC,5,18275
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2014,41000,Diesel,Automatic,2143 CC,5,79550
Hyundai Santro Xing XL AT eRLX Euro III,2007,71000,Petrol,Automatic,1086 CC,5,10320
Honda Brio S MT,2015,46650,Petrol,Manual,1198 CC,5,18275
Maruti Baleno Alpha CVT,2018,3000,Petrol,Automatic,1197 CC,5,38055
Hyundai EON Sportz,2014,14799,Petrol,Manual,814 CC,5,17802
Toyota Prius 2009-2016 Z4,2011,44000,Electric,Automatic,1798 CC,5,54825
Hyundai i20 1.4 CRDi Sportz,2015,68525,Diesel,Manual,1396 CC,5,30100
Ford Endeavour 3.2 Titanium AT 4X4,2018,15000,Diesel,Automatic,3198 CC,7,141900
Honda City i-VTEC VX,2017,29000,Petrol,Manual,1497 CC,5,43000
Maruti SX4 ZDI,2012,77407,Diesel,Manual,1248 CC,5,15179
Chevrolet Optra Magnum 1.6 LS Petrol,2007,118000,Petrol,Manual,1598 CC,5,5805
Volkswagen Vento Diesel Highline,2013,75000,Diesel,Manual,1598 CC,5,19350
Honda City V MT,2012,69000,Petrol,Manual,1497 CC,5,21070
Hyundai Creta 1.6 CRDi SX Option,2016,52553,Diesel,Manual,1582 CC,5,52718
Hyundai Xcent 1.1 CRDi SX,2014,58000,Diesel,Manual,1120 CC,5,17157
Mercedes-Benz GLC 220d 4MATIC Style,2017,24000,Diesel,Automatic,2143 CC,5,201885
Ford Figo Diesel EXI,2015,65542,Diesel,Manual,1399 CC,5,16340
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,2013,68008,Diesel,Manual,1896 CC,5,29025
Mahindra TUV 300 2015-2019 T8,2017,22251,Diesel,Manual,1493 CC,7,37625
Ford Ecosport 1.5 Ti VCT MT Titanium,2013,55000,Petrol,Manual,1499 CC,5,22360
Hyundai Verna 1.6 SX VTVT (O),2017,19387,Petrol,Manual,1591 CC,5,36206
Maruti Wagon R LXI CNG,2014,58000,CNG,Manual,998 CC,5,12900
Hyundai i20 Sportz 1.2,2016,24001,Petrol,Manual,1197 CC,5,24725
Audi A4 New 2.0 TDI Multitronic,2008,17000,Diesel,Automatic,1968 CC,5,41925
Nissan Micra Active XV S,2015,28500,Petrol,Manual,1198 CC,5,15050
Mercedes-Benz M-Class ML 250 CDI,2014,66000,Diesel,Automatic,2143 CC,5,129000
Land Rover Discovery Sport TD4 S,2017,22000,Diesel,Automatic,2179 CC,5,150500
Hyundai Creta 1.6 SX Option Executive,2018,44383,Petrol,Manual,1591 CC,5,56975
Skoda Rapid 1.6 TDI Active,2013,45000,Diesel,Manual,1598 CC,5,15695
Maruti Swift Dzire VDI,2015,58000,Diesel,Manual,1248 CC,5,22575
Hyundai Creta 1.6 SX,2016,69000,Petrol,Manual,1591 CC,5,41710
Hyundai Grand i10 CRDi Sportz,2017,60993,Diesel,Manual,1120 CC,5,22403
Mahindra TUV 300 T8,2016,67000,Diesel,Manual,1493 CC,7,27090
Hyundai Grand i10 CRDi Sportz,2014,51134,Diesel,Manual,1120 CC,5,20296
BMW X5 xDrive 30d,2011,55000,Diesel,Automatic,2993 CC,5,120400
Maruti Dzire AMT VDI,2018,25082,Diesel,Automatic,1248 CC,5,35991
Toyota Fortuner 4x4 MT,2012,68350,Diesel,Manual,2982 CC,7,60200
Audi A6 2011-2015 35 TDI Technology,2015,50000,Diesel,Automatic,1968 CC,5,154800
Honda Jazz 1.5 V i DTEC,2015,97000,Diesel,Manual,1498 CC,5,27520
Audi Q7 4.2 TDI Quattro Technology,2015,56238,Diesel,Automatic,4134 CC,7,222267
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2014,72618,Diesel,Manual,2179 CC,7,34400
Chevrolet Cruze LTZ,2012,62005,Diesel,Manual,1991 CC,5,42140
Chevrolet Beat Diesel LT,2012,61250,Diesel,Manual,936 CC,5,11610
Audi A4 35 TDI Premium Plus,2014,28469,Diesel,Automatic,1968 CC,5,104791
Skoda Rapid 1.6 MPI AT Style,2018,21488,Petrol,Automatic,1598 CC,5,41796
Maruti Swift Dzire VDI,2014,197000,Diesel,Manual,1248 CC,5,21500
Toyota Fortuner 3.0 Diesel,2009,138205,Diesel,Manual,2982 CC,7,45150
Maruti Swift VDI,2012,160000,Diesel,Manual,1248 CC,5,16770
Honda City 1.5 V MT Exclusive,2012,67590,Petrol,Manual,1497 CC,5,24295
Mercedes-Benz M-Class ML 250 CDI,2012,52000,Diesel,Automatic,2143 CC,5,128785
Maruti Swift Ldi BSIII,2008,100000,Diesel,Manual,1248 CC,5,12900
Ford Aspire Titanium Diesel,2017,60048,Diesel,Manual,1498 CC,5,25800
Hyundai i10 Sportz,2009,48000,Petrol,Manual,1197 CC,5,9073
Fiat Punto 1.4 Emotion,2010,47000,Petrol,Manual,,,6407
Maruti Alto LXi,2011,100000,Petrol,Manual,796 CC,5,6450
Toyota Etios Liva GD,2013,62601,Diesel,Manual,1364 CC,5,20081
Maruti Swift VXI BSIV,2006,80010,Petrol,Manual,1197 CC,5,12255
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2017,26493,Diesel,Automatic,2143 CC,5,144652
Tata Indica V2 DLE BSIII,2011,96000,Diesel,Manual,1396 CC,5,3913
Maruti Alto 800 VXI,2014,45700,Petrol,Manual,796 CC,5,10406
Skoda Superb 2.8 V6 AT,2005,13000,Petrol,Automatic,2771 CC,5,13975
Volkswagen Polo Petrol Comfortline 1.2L,2013,38000,Petrol,Manual,1198 CC,5,12040
Maruti Dzire AMT ZXI Plus,2019,8018,Petrol,Automatic,1197 CC,5,35690
Mahindra Scorpio VLX,2010,144400,Diesel,Manual,2179 CC,8,22575
Maruti Swift Vdi BSIII,2010,152000,Diesel,Manual,1248 CC,5,12470
BMW 3 Series 320d Prestige,2013,71000,Diesel,Automatic,1995 CC,5,64500
Tata Nano STD SE,2012,80000,Petrol,Manual,624 CC,4,2279
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,87143,Diesel,Manual,2494 CC,8,53750
Honda Brio S Option MT,2012,25000,Petrol,Manual,1198 CC,5,11825
Tata Tiago AMT 1.2 Revotron XZA,2018,2000,Petrol,Automatic,1199 CC,5,21500
Mahindra Scorpio SLE BSIV,2014,45239,Diesel,Manual,2179 CC,8,30487
BMW 5 Series 2003-2012 525d,2011,101999,Diesel,Automatic,1995 CC,5,85957
Toyota Corolla Altis D-4D GL,2014,74219,Diesel,Manual,1364 CC,5,46225
Honda City i VTEC CVT VX,2016,25000,Petrol,Automatic,1497 CC,5,40635
Hyundai Verna CRDi 1.6 SX Option,2008,109606,Diesel,Manual,1582 CC,5,12470
Maruti Swift Dzire VDI Optional,2015,36000,Diesel,Manual,1248 CC,5,20210
Maruti Ciaz ZXi,2016,41810,Petrol,Manual,1373 CC,5,30573
Ford Ecosport 1.5 DV5 MT Titanium,2014,93321,Diesel,Manual,1498 CC,5,26875
Maruti Alto K10 2010-2014 VXI,2011,81000,Petrol,Manual,998 CC,5,9460
Honda Amaze V CVT Petrol,2019,25717,Petrol,Automatic,1199 CC,5,38098
Mahindra XUV500 W6 2WD,2015,37000,Diesel,Manual,2179 CC,7,39990
Mahindra TUV 300 2015-2019 T8,2017,56380,Diesel,Manual,1493 CC,7,32551
Honda Jazz VX,2017,8000,Petrol,Manual,1199 CC,5,33970
Maruti Swift VXI BSIII W/ ABS,2018,14589,Petrol,Manual,1298 CC,5,24295
Volkswagen Polo Petrol Highline 1.2L,2013,65088,Petrol,Manual,1198 CC,5,13975
Hyundai Creta 1.6 SX Option Diesel,2019,24864,Diesel,Manual,1582 CC,5,69961
Chevrolet Beat LS,2011,64831,Petrol,Manual,1199 CC,5,13803
Honda Amaze VX i-DTEC,2013,38001,Diesel,Manual,1498 CC,5,16770
Mercedes-Benz E-Class 230 E AT,2008,77000,Petrol,Automatic,2496 CC,5,27950
BMW 5 Series 530d M Sport,2016,27000,Diesel,Automatic,2993 CC,5,206400
Audi A3 35 TDI Premium Plus,2016,39000,Diesel,Automatic,1968 CC,5,81270
Maruti Swift Dzire VDI,2015,131000,Diesel,Manual,1248 CC,5,15480
Maruti Swift Dzire VDI,2015,43000,Diesel,Manual,1248 CC,5,23650
Toyota Innova 2.5 V Diesel 7-seater,2011,68000,Diesel,Manual,2494 CC,7,30100
BMW X3 xDrive20d,2016,45165,Diesel,Automatic,1995 CC,5,179525
BMW 5 Series 2003-2012 525d,2007,120000,Diesel,Automatic,1995 CC,5,45150
Mahindra XUV500 W8 2WD,2014,86091,Diesel,Manual,2179 CC,7,43387
Honda City 1.5 S MT,2009,71499,Petrol,Manual,1497 CC,5,12900
Force One LX 4x4,2014,50000,Diesel,Manual,2200 CC,7,51600
Volkswagen Polo 1.5 TDI Comfortline,2015,66000,Diesel,Manual,1498 CC,5,21113
Honda Jazz S,2010,45000,Petrol,Manual,1198 CC,5,8600
Toyota Etios Liva GD SP,2015,69189,Diesel,Manual,1364 CC,5,22790
Nissan Terrano XV Premium 110 PS,2014,40206,Diesel,Manual,1461 CC,5,31046
BMW X3 xDrive 20d xLine,2017,36723,Diesel,Automatic,1995 CC,5,140051
Hyundai i20 1.2 Magna,2010,57500,Petrol,Manual,1197 CC,5,11825
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,43912,CNG,Manual,1196 CC,5,18619
Ford Fiesta EXi 1.4 TDCi Ltd,2011,52000,Diesel,Manual,1399 CC,5,16125
Honda City 1.5 V AT,2014,60952,Petrol,Automatic,1497 CC,5,25413
Maruti Swift VDI BSIV,2013,87192,Diesel,Manual,1248 CC,5,18705
Hyundai Grand i10 CRDi SportZ Edition,2014,58000,Diesel,Manual,1120 CC,5,13975
Audi Q7 45 TDI Quattro Technology,2017,59500,Diesel,Automatic,2967 CC,7,292400
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,2016,16650,Petrol,Manual,1198 CC,5,23650
Honda City i VTEC CVT VX,2018,34696,Petrol,Automatic,1497 CC,5,51944
Maruti Baleno Alpha 1.3,2018,42243,Diesel,Manual,1248 CC,5,32164
Hyundai Grand i10 CRDi Sportz,2016,57824,Diesel,Manual,1120 CC,5,23650
Maruti Swift Dzire VDi,2011,110000,Diesel,Manual,1248 CC,5,15050
Maruti Swift 1.3 VXi,2006,63000,Petrol,Manual,,,6880
Land Rover Freelander 2 TD4 HSE,2013,72000,Diesel,Automatic,2179 CC,5,66650
Toyota Fortuner 3.0 Diesel,2013,63455,Diesel,Manual,2982 CC,7,81700
Honda Jazz VX Diesel,2017,17151,Diesel,Manual,1498 CC,5,36120
Maruti Vitara Brezza LDi Option,2016,31001,Diesel,Manual,1248 CC,5,31175
Maruti Swift Dzire VDI,2014,42109,Diesel,Manual,1248 CC,5,18275
Skoda Rapid 1.5 TDI AT Elegance,2015,55000,Diesel,Automatic,1498 CC,5,24510
Land Rover Freelander 2 TD4 SE,2013,46000,Diesel,Automatic,2179 CC,5,111800
Maruti Alto 800 LXI,2013,30852,Petrol,Manual,796 CC,5,10707
Volkswagen Polo Petrol Highline 1.2L,2011,65000,Petrol,Manual,1198 CC,5,12900
Honda City i DTEC SV,2015,65000,Diesel,Manual,1498 CC,5,25585
Maruti Swift Dzire LDI,2013,72000,Diesel,Manual,1248 CC,5,11567
Audi A4 2.0 TDI 177 Bhp Technology Edition,2014,29000,Diesel,Automatic,1968 CC,5,111800
Honda City i VTEC VX,2015,32000,Petrol,Manual,1497 CC,5,23650
Ford Figo Aspire 1.2 Ti-VCT Ambiente,2016,29875,Petrol,Manual,1196 CC,5,20855
Maruti Vitara Brezza LDi,2018,32539,Diesel,Manual,1248 CC,5,36077
Renault Duster 110PS Diesel RxL,2015,83090,Diesel,Manual,1461 CC,5,34357
Hyundai i20 Active 1.4 SX,2016,62679,Diesel,Manual,1396 CC,5,29885
Mahindra Logan Petrol 1.4 GLE,2010,93000,Petrol,Manual,1390 CC,5,6450
Honda City ZX GXi,2006,44000,Petrol,Manual,1497 CC,5,6665
Ford Figo Petrol EXI,2010,78400,Petrol,Manual,1196 CC,5,11825
Renault Duster Petrol RxL,2014,71300,Petrol,Manual,1598 CC,5,18275
Hyundai i10 Sportz 1.2,2015,18000,Petrol,Manual,1197 CC,5,12255
